5.719 3.755 16.343 13.554 -4.948 9.036
7.164 0.849 14.695 8.805 -2.200 9.008
4.476 -0.433 14.595 9.685 -3.399 10.390
6.019 3.034 15.755 13.250 -3.279 9.704
7.027 3.311 15.557 8.094 -0.542 13.715
4.971 -1.614 14.161 13.464 0.250 8.489
5.145 6.482 15.336 13.532 -3.096 9.680
6.465 4.577 15.435 10.645 -4.915 11.045
4.189 2.300 15.938 8.891 -2.476 11.525
4.471 4.216 15.299 12.163 -7.170 9.971
4.892 3.610 14.272 12.688 2.687 10.474
4.626 1.693 14.925 7.075 1.197 9.683
5.970 2.244 14.234 16.152 1.104 6.893
5.781 0.118 14.913 15.903 0.440 9.517
6.917 1.201 15.406 9.592 -1.647 10.693
7.437 4.470 14.144 15.701 -2.345 9.466
7.112 0.848 15.469 10.146 0.241 10.570
6.029 -0.322 15.403 8.614 -3.739 10.554
6.698 0.311 14.934 8.275 -4.457 6.306
6.230 6.540 14.700 16.621 -0.167 9.110
6.653 -0.016 15.263 13.617 -7.032 10.487
7.295 -0.214 15.482 12.908 -5.732 8.746
6.042 1.727 14.942 13.489 -1.410 8.831
6.049 1.056 14.988 9.247 -1.207 10.344
4.812 1.423 14.940 10.951 1.093 9.677
5.281 -3.777 14.720 14.462 -6.558 12.435
5.378 3.852 14.860 14.114 -5.913 11.691
6.897 0.816 13.520 14.070 0.526 9.200
4.706 3.028 14.837 14.078 -3.694 10.888
4.844 2.810 15.581 13.326 -0.056 10.676
5.186 3.598 15.630 10.493 1.250 10.927
5.262 2.319 16.281 11.921 -2.806 11.175
5.272 -0.274 15.417 10.456 -1.543 8.601
6.272 2.838 14.964 11.218 -3.804 8.726
7.738 1.439 13.885 10.144 0.595 7.484
5.993 3.869 14.428 7.885 -7.180 11.049
4.578 5.380 15.569 9.555 -0.694 7.257
6.091 -1.883 14.210 12.052 -1.960 11.243
7.285 -1.756 14.500 8.823 -0.368 8.017
5.917 0.176 14.730 9.808 -2.384 12.299
6.885 0.452 15.934 10.866 -3.959 10.610
5.338 1.436 14.679 8.749 -0.264 9.224
3.202 -0.369 15.023 9.782 -5.304 8.207
5.914 2.042 14.936 20.234 -0.200 8.856
5.447 0.918 15.788 8.996 -0.692 10.947
7.117 -1.734 15.173 12.806 -0.505 9.294
5.161 0.174 14.970 5.039 -3.101 11.776
7.146 3.690 14.864 11.591 -3.411 13.093
5.222 -1.206 15.082 17.717 0.137 7.582
6.463 -0.381 15.588 10.218 -6.247 8.849
7.244 2.755 14.967 13.690 -4.467 13.442
6.367 -1.137 14.868 12.792 -5.026 10.023
8.846 4.159 15.238 10.265 -2.301 10.801
6.201 3.560 15.422 11.038 -2.368 7.742
5.685 2.627 14.407 14.147 -2.940 7.934
5.716 -0.288 14.439 3.578 -1.555 12.321
5.161 3.136 14.871 11.868 -7.477 7.031
5.695 4.175 14.581 9.491 -1.568 10.978
5.587 0.242 14.646 6.510 -1.516 8.866
5.759 3.945 15.204 12.348 -4.180 11.272
6.396 1.553 14.628 15.030 -1.574 7.734
8.337 -1.598 14.658 9.515 -3.129 12.699
5.489 0.775 14.688 13.079 -6.988 9.345
6.598 2.597 15.369 13.593 -3.330 9.149
5.492 2.855 15.427 14.737 1.648 10.623
4.252 3.519 15.731 16.381 -3.817 12.009
5.897 -0.497 15.316 11.612 -2.740 11.530
7.113 2.239 15.095 13.811 -2.501 8.470
5.684 4.178 14.891 13.675 -5.150 9.216
4.713 2.837 15.441 13.560 -3.600 9.576
6.791 6.200 14.335 12.379 -4.727 6.887
6.249 1.309 15.567 10.917 -5.532 7.998
5.834 2.206 15.249 13.413 -0.361 9.888
5.233 2.579 14.709 13.038 -3.283 9.900
7.941 2.439 15.569 15.763 -1.744 10.179
6.208 1.194 15.098 6.943 -5.228 9.474
6.056 -3.390 14.627 8.829 -1.152 10.677
5.673 -2.912 15.380 11.430 -2.098 8.063
4.681 3.080 15.002 15.472 -5.586 7.633
7.473 0.387 15.180 18.661 -3.991 12.438
4.489 4.651 14.892 11.042 0.392 12.924
6.244 0.140 15.293 13.780 -5.464 11.363
4.764 -0.309 15.125 14.015 -1.521 9.679
6.414 3.288 15.433 12.991 -6.530 9.170
5.641 0.147 15.381 5.558 -3.883 11.002
6.691 1.870 15.305 9.582 -5.635 11.023
5.836 2.314 13.609 10.762 -1.128 8.818
3.080 3.233 14.195 10.503 -4.183 9.097
4.808 5.248 14.729 12.643 -4.256 9.615
5.809 -1.221 14.971 8.756 -4.249 11.166
3.982 2.489 14.303 14.741 -5.923 10.494
5.013 -3.236 14.330 10.347 2.478 10.238
4.801 2.218 14.558 10.146 -4.142 7.836
7.802 1.427 14.706 7.212 -4.909 8.595
6.058 4.951 14.656 14.804 -1.296 11.438
6.518 1.354 14.749 11.621 -1.708 5.447
6.840 0.250 15.251 10.316 -4.668 9.361
6.261 1.000 15.132 12.342 -1.449 10.255
7.419 2.090 15.149 11.381 -2.504 8.716
7.088 2.705 14.427 9.123 -7.537 8.661
6.261 2.538 14.750 5.223 -5.373 9.937
6.991 3.555 15.606 11.532 -2.857 11.304
7.609 1.780 14.685 15.529 -1.266 8.381
7.903 0.250 14.626 15.520 -4.988 10.582
6.805 3.568 15.151 15.419 -5.221 12.603
4.511 -0.001 14.444 11.403 -3.384 10.997
4.914 3.640 14.864 13.882 2.217 10.640
7.771 1.080 14.930 14.571 -3.616 10.281
5.292 4.543 15.468 10.646 -3.772 8.039
6.170 3.446 15.010 9.723 -2.417 11.436
4.772 2.133 14.355 11.213 -5.591 7.473
3.986 2.020 15.216 10.062 2.255 10.942
4.867 3.218 16.353 18.363 -4.828 8.811
2.868 2.238 15.480 9.471 -1.917 9.048
5.797 1.006 15.106 10.909 -7.039 10.624
7.240 2.787 14.833 15.051 -3.274 9.864
5.753 1.039 14.341 16.530 -7.545 9.380
5.535 2.637 14.531 14.155 -3.399 7.908
5.396 5.272 14.323 10.526 -1.611 10.146
3.396 2.637 15.178 8.512 -4.975 6.858
6.456 2.158 14.834 10.781 -0.781 9.329
5.074 3.100 15.408 17.015 -5.928 9.466
6.353 0.823 15.831 10.310 -4.055 9.132
7.760 2.595 15.430 6.198 -3.690 11.178
4.887 3.812 15.070 11.176 -5.004 10.318
5.604 -0.493 15.491 9.775 -1.598 9.553
4.675 0.240 15.840 9.034 1.065 11.263
6.864 0.729 14.947 18.029 -0.017 7.373
7.836 -0.541 14.667 10.385 0.527 7.725
5.315 3.284 15.407 7.902 -1.954 8.723
5.297 2.780 14.757 10.502 -0.869 10.364
7.303 4.430 15.359 13.709 -2.958 10.024
5.783 1.367 14.659 17.004 -5.006 11.897
6.357 4.356 16.307 8.280 3.133 9.529
7.111 -1.999 15.732 12.147 -1.458 7.692
6.995 5.419 14.834 8.498 -0.399 9.153
5.774 1.200 14.762 14.499 -1.498 11.759
7.094 1.933 15.093 10.242 -8.025 11.254
5.229 -0.212 14.783 17.032 -3.693 10.020
4.818 5.503 15.594 16.174 -6.437 8.935
5.155 3.036 15.387 11.011 -2.104 8.780
5.013 2.133 14.527 15.040 -3.010 11.727
4.995 0.682 15.555 13.020 -4.794 8.828
4.959 0.516 14.967 12.269 0.341 10.459
6.139 1.886 15.231 16.383 -1.425 7.937
4.911 2.690 14.950 11.049 -2.771 9.840
6.039 6.231 15.525 20.384 -2.317 9.116
7.975 -1.706 15.052 15.327 -3.487 10.928
4.875 3.587 15.725 9.974 -5.268 11.322
5.110 1.039 14.974 12.818 2.352 7.212
6.575 1.545 14.522 9.957 -3.633 11.955
6.659 1.724 14.704 14.045 -0.134 10.017
6.677 3.348 15.244 12.559 -0.666 11.893
6.975 0.314 15.823 11.885 -2.426 12.977
6.448 3.318 15.099 7.175 -3.570 10.094
7.466 1.963 13.590 9.552 -3.266 6.926
5.533 3.739 15.116 14.257 -0.971 10.064
7.410 3.999 14.573 17.220 -4.206 9.939
5.094 4.755 14.841 14.238 0.526 8.151
6.751 -0.719 15.201 13.406 -7.334 10.428
5.082 1.813 15.399 11.706 -3.132 11.442
5.475 2.876 15.127 13.068 -2.033 9.146
4.781 3.806 15.233 14.509 -1.594 8.690
4.661 4.308 15.106 10.120 1.481 9.941
7.078 2.258 15.194 13.209 -3.840 9.452
6.636 2.830 15.819 11.167 -0.955 11.111
5.289 1.146 14.972 10.641 -2.349 12.005
6.764 -2.207 16.055 14.992 -5.535 11.210
7.103 0.670 15.164 14.169 -8.072 9.194
4.832 2.259 14.640 15.645 -2.443 9.527
5.145 0.057 15.136 8.950 -1.769 10.439
5.168 2.015 14.184 12.822 -2.506 11.694
6.055 -1.797 13.787 11.410 -3.705 5.184
6.542 4.292 14.978 12.249 0.357 8.994
6.631 0.355 15.689 13.617 -3.982 10.399
5.700 1.222 15.815 13.604 0.064 12.996
4.085 3.010 15.530 11.980 -7.068 10.103
6.647 2.940 14.684 8.701 -0.562 11.922
7.207 2.977 14.549 7.623 -1.929 9.669
5.316 -0.999 15.555 9.753 -9.808 11.098
4.852 2.903 13.959 11.743 -3.302 10.125
6.268 -1.584 15.770 9.923 -4.725 9.558
7.865 1.119 15.286 7.449 0.246 7.398
6.057 6.281 14.792 17.652 -2.730 8.708
5.266 2.496 14.487 11.691 -4.472 12.788
6.800 0.400 15.111 12.055 -5.602 9.317
5.574 1.019 15.004 12.751 0.073 9.452
8.470 1.953 14.803 10.308 1.422 10.130
6.302 0.226 14.653 12.425 -2.309 10.187
5.926 5.062 14.478 12.099 -4.657 13.606
6.563 2.181 14.704 16.422 -2.749 8.491
6.347 2.378 14.261 10.931 2.030 8.414
6.533 1.208 15.001 10.981 -1.055 11.030
5.979 5.316 15.039 11.949 -3.914 10.146
6.317 4.405 13.494 10.129 -2.583 10.523
5.484 3.811 14.699 9.631 -4.486 8.903
5.872 4.350 15.624 15.102 -5.396 7.304
6.255 3.246 15.694 11.826 -0.402 9.559
4.784 2.998 14.624 13.521 0.227 12.677
5.801 2.072 15.215 18.352 -3.547 9.484
5.419 4.039 14.888 8.803 -2.700 7.903
4.669 4.898 15.756 14.651 2.025 10.491
6.161 2.611 14.857 9.533 2.075 10.081
4.526 -0.605 15.637 11.710 -6.463 9.810
5.767 5.068 14.500 11.549 -3.077 10.548
5.083 -1.569 15.110 13.357 -5.261 5.908
4.250 2.706 15.618 12.402 -1.381 9.010
6.479 4.212 14.953 12.578 -0.386 10.809
5.245 1.339 14.585 14.584 -4.732 11.081
6.861 2.264 14.393 13.056 -3.177 10.096
7.164 2.510 14.754 14.553 1.103 10.463
4.993 1.455 13.512 15.673 0.461 12.273
6.438 4.597 15.046 11.944 -0.733 11.086
6.291 1.437 14.730 8.974 -2.512 9.636
4.376 0.364 14.733 14.111 -6.625 8.744
5.226 2.104 15.547 10.272 -7.222 9.157
5.332 4.523 15.059 10.560 -5.401 9.653
4.818 2.516 14.950 7.978 1.209 12.157
8.020 2.450 14.628 13.955 -4.284 9.718
4.422 6.812 15.230 7.683 -2.786 11.327
7.081 2.056 14.881 14.930 -0.593 6.570
5.618 -0.484 15.789 13.658 -2.171 10.534
4.409 -0.484 14.293 14.924 -2.193 10.473
7.389 0.275 14.856 6.385 -1.622 8.276
5.754 -0.793 15.731 13.856 -5.199 10.157
7.152 -1.868 15.077 9.429 -3.252 7.471
7.163 3.185 15.251 9.117 -2.312 8.937
6.373 1.758 14.268 10.105 -6.002 8.946
7.107 4.385 15.262 13.258 -5.894 8.714
6.418 1.716 14.997 12.585 -1.206 9.330
6.896 6.599 15.881 14.062 -1.967 12.384
5.811 3.866 15.529 8.554 -2.929 13.008
5.260 4.362 13.972 10.535 -5.808 12.044
7.622 2.499 15.476 14.279 -7.503 12.273
5.239 9.402 14.469 9.125 -7.231 9.825
4.755 4.861 14.604 9.732 -3.256 8.214
5.667 1.512 14.681 14.384 -0.003 9.772
6.537 -2.537 15.149 14.954 -3.833 11.462
7.150 3.846 14.487 9.667 -3.362 5.654
6.089 -0.417 14.712 15.781 -5.468 10.144
6.639 -1.120 15.261 18.101 0.795 9.170
7.021 2.152 15.070 10.731 -2.695 6.778
5.866 3.703 15.969 10.762 -2.096 8.663
6.733 1.932 16.295 11.568 -2.539 10.372
7.262 2.516 14.666 13.501 -1.597 10.263
5.861 0.566 14.484 7.951 -3.025 11.553
5.097 1.951 14.042 14.513 -2.218 12.063
5.454 3.576 14.915 11.810 -5.790 10.919
5.857 -0.808 15.321 12.174 0.677 7.723
6.937 -0.584 15.616 16.777 -5.051 8.813
2.878 1.890 14.953 13.511 0.727 5.697
6.735 -0.629 15.437 12.238 -3.092 10.112
6.028 0.883 15.823 14.551 0.840 11.001
4.204 0.401 15.424 17.346 -3.497 12.972
6.667 2.215 16.350 16.388 -4.390 8.465
5.983 4.073 14.082 11.254 -4.568 10.372
5.728 1.036 14.820 12.540 -3.041 10.347
7.092 2.165 14.389 13.004 -1.789 12.432
7.392 0.296 16.084 13.641 -1.747 9.848
6.868 2.892 15.265 16.827 -3.477 7.926
7.646 1.138 15.121 20.156 -4.873 9.464
6.056 2.008 15.915 14.689 0.778 8.854
6.394 1.784 15.646 10.485 -3.870 7.685
8.425 -0.822 14.840 8.952 2.229 9.352
4.264 3.181 15.659 13.190 -2.086 13.314
5.910 1.730 15.050 15.266 -6.225 11.134
6.415 3.663 15.396 10.700 -5.092 9.321
8.976 1.925 14.808 13.930 -6.816 11.057
4.224 -0.457 14.955 11.652 -2.026 12.280
7.180 0.770 15.206 7.613 -1.573 11.157
4.752 1.629 15.710 9.022 -3.627 8.137
6.713 3.547 14.629 14.482 -2.470 9.794
6.461 1.116 14.645 10.892 -5.617 9.202
7.201 0.807 15.664 8.564 -4.353 11.229
5.618 1.170 15.491 10.847 -1.111 9.944
5.045 2.392 15.174 16.144 -4.605 10.335
6.907 1.508 15.202 9.888 -0.439 10.764
6.474 3.571 14.270 17.801 -2.122 9.415
3.222 -0.593 15.025 10.777 -4.499 10.285
5.097 -0.572 14.463 8.176 -1.353 9.866
5.115 1.260 14.507 2.258 -5.206 9.347
4.551 4.530 14.682 6.884 -3.665 9.281
6.775 1.789 15.181 9.874 -5.159 9.993
6.375 2.387 15.321 10.238 -4.937 11.459
6.334 -1.012 15.192 12.681 -2.757 10.738
7.149 3.232 14.982 14.878 -2.816 11.554
4.724 -0.710 16.149 14.759 -1.642 8.614
6.207 3.213 14.638 13.728 -1.576 11.382
6.332 0.020 14.676 9.230 -5.990 13.086
5.679 2.812 15.023 12.158 -5.330 10.267
6.097 2.025 15.120 14.104 0.707 8.420
5.156 2.463 14.785 9.550 -3.178 10.914
4.645 4.565 14.931 12.664 -5.323 10.391
5.286 -1.197 14.982 8.618 -1.349 9.936
7.310 2.964 14.014 12.978 -3.903 13.261
3.921 -1.982 15.270 17.060 -5.773 12.093
5.542 1.110 14.922 10.774 0.188 11.737
6.390 -1.845 14.734 14.956 -8.082 11.053
6.213 1.474 15.412 17.119 -1.116 9.915
7.535 2.896 15.270 8.960 -5.533 10.425
5.587 4.294 14.493 6.004 -1.698 11.285
5.388 0.911 15.003 16.324 -1.975 9.437
7.801 3.654 15.210 12.803 -7.850 10.872
4.832 -0.188 14.036 9.369 0.488 10.860
7.051 -0.000 14.825 11.448 -6.179 8.444
6.341 0.958 15.578 12.618 -3.367 9.442
7.648 2.367 14.037 14.642 -3.661 9.213
5.087 0.124 14.534 11.341 -2.092 8.446
8.342 -0.198 14.646 10.440 -1.577 12.213
7.562 0.052 15.409 10.660 -1.349 8.790
4.480 2.709 14.009 12.755 -0.894 10.272
5.274 -0.604 15.544 10.145 -8.294 12.657
5.045 0.473 15.511 9.343 0.241 9.706
6.556 2.022 14.782 17.496 -0.235 9.683
5.243 2.305 15.414 16.107 -4.671 8.374
5.579 2.382 15.098 12.203 -0.598 10.285
6.099 3.924 14.906 13.076 -3.696 11.156
6.049 0.632 14.807 7.230 -0.785 11.351
6.021 4.108 14.681 2.138 0.219 9.296
5.331 7.113 14.370 14.503 -1.575 8.578
4.949 1.943 15.012 12.780 -0.395 11.528
6.017 -1.491 15.176 13.208 -2.530 7.931
5.742 -2.163 14.907 6.741 1.312 10.917
6.139 5.133 14.907 15.949 -2.550 11.200
6.304 2.646 14.825 8.515 -3.867 10.034
6.491 2.487 15.409 15.783 -3.920 10.845
6.719 1.098 15.671 14.365 -2.653 8.400
6.694 3.455 15.189 10.763 -7.407 9.498
8.329 0.598 15.513 12.612 -4.627 8.878
6.591 0.932 13.956 15.361 -3.277 13.058
5.752 2.357 15.811 12.806 -8.189 8.487
5.755 4.169 14.660 15.750 -7.226 9.145
6.119 2.023 14.781 7.782 -3.563 8.588
4.521 1.209 15.423 10.693 -3.464 6.384
6.213 1.516 15.284 11.366 -4.138 12.979
5.727 3.174 15.501 10.356 -5.827 8.617
5.852 0.934 15.209 14.019 -0.870 8.585
6.777 2.986 14.826 11.214 -0.447 8.553
5.466 2.083 15.108 15.233 -5.641 13.407
4.065 -0.655 14.894 11.534 -5.522 9.784
7.810 1.831 14.135 12.001 -6.669 11.177
5.811 1.033 15.320 7.740 -1.965 7.859
3.661 2.875 15.143 12.007 0.803 10.990
5.965 2.120 15.054 13.190 -1.274 7.413
6.940 2.199 15.547 17.087 -0.205 8.861
5.056 2.534 14.773 9.789 -0.013 9.279
6.986 3.683 14.678 9.484 -4.050 8.253
6.708 0.736 15.161 12.268 2.317 9.843
6.014 2.977 14.180 18.796 2.589 9.779
5.781 3.158 15.922 9.179 1.691 9.193
5.750 4.749 15.906 13.712 -6.308 9.198
6.512 1.345 15.094 10.215 -1.150 8.515
6.458 1.243 14.686 15.269 2.517 7.871
6.151 4.763 14.509 7.463 -1.971 12.087
4.185 -2.465 15.420 14.582 -1.515 11.226
5.143 1.794 16.351 17.940 -1.654 8.496
5.387 3.291 15.150 14.549 -9.385 12.636
4.044 1.945 14.183 8.323 -5.017 10.614
5.249 3.882 15.117 12.229 -0.380 10.371
5.640 4.083 14.597 10.585 -4.841 11.027
5.824 -1.692 15.014 7.921 -2.902 9.883
7.590 3.165 14.918 12.178 -4.798 9.470
7.166 3.335 14.562 14.920 -5.257 8.903
6.052 -1.194 15.079 15.766 -3.144 8.656
7.615 -0.071 15.304 6.734 -3.093 11.697
6.181 1.368 15.238 6.405 1.204 9.531
5.366 -0.348 15.576 16.873 0.989 11.561
6.419 1.026 15.811 11.648 -6.425 8.075
5.688 5.851 14.635 11.520 -4.295 10.029
5.807 1.755 15.070 8.001 -6.720 12.377
5.010 2.457 14.814 12.682 -3.429 6.151
7.628 -0.905 14.413 13.391 -3.863 9.908
7.113 -0.201 14.415 9.840 -6.752 9.157
4.519 4.493 14.458 11.816 0.929 10.055
6.571 1.234 14.967 18.785 -3.980 11.027
4.994 2.561 14.613 15.311 -1.267 13.252
7.387 3.723 14.586 12.195 -5.158 8.762
6.583 2.431 16.018 14.140 0.386 11.204
7.378 -0.847 14.885 22.473 -4.766 10.767
5.857 3.059 15.228 10.332 -6.559 10.242
6.451 -1.001 16.334 11.202 -2.981 12.433
7.094 -0.789 14.624 14.345 -2.363 10.074
7.309 1.429 14.665 14.580 -2.213 12.733
6.111 -1.442 15.359 7.379 -3.994 11.381
5.598 2.938 14.093 13.534 -6.388 10.362
7.491 2.958 14.375 9.779 -5.306 8.658
5.767 6.267 15.541 14.800 4.134 11.088
5.482 1.808 14.822 14.361 -0.466 10.872
4.929 2.193 15.432 11.372 -4.506 9.802
8.195 1.473 15.271 13.596 -1.640 12.279
3.908 0.170 14.468 9.367 -7.180 9.907
6.782 3.055 15.561 9.293 -6.773 11.290
7.005 2.882 15.485 9.384 -0.852 13.079
5.097 5.163 14.616 9.871 -8.486 11.761
5.544 3.105 15.237 14.671 -7.319 10.037
5.853 1.692 14.762 14.930 -7.661 9.695
5.446 7.546 15.059 10.512 0.412 10.269
4.887 2.516 15.081 12.414 -4.836 11.024
7.333 1.338 14.073 9.550 -1.907 10.103
5.096 1.624 14.670 5.992 -1.316 11.820
4.263 0.178 14.293 17.673 -2.913 7.856
5.071 0.644 14.255 16.163 -4.186 8.132
5.909 5.018 14.786 17.128 -2.347 8.875
5.733 -1.837 15.048 9.533 -8.264 7.374
5.401 3.096 14.424 10.316 -1.889 11.365
6.123 -0.123 14.955 10.956 0.364 12.368
7.365 2.785 15.246 8.753 -0.585 11.925
6.384 2.807 15.022 8.089 0.233 8.104
7.243 -0.567 15.596 10.390 -9.406 12.282
6.159 1.696 14.525 14.936 -4.631 9.556
6.030 3.578 14.377 7.255 -2.985 11.086
5.460 1.691 15.043 12.257 -0.676 10.234
7.569 4.609 15.142 13.671 -4.366 7.177
6.729 2.820 14.716 11.467 1.887 11.202
6.987 0.715 16.187 13.992 -5.102 7.426
6.892 0.438 15.312 12.864 -4.183 11.622
6.441 4.407 15.816 8.478 4.214 9.230
5.742 2.944 15.264 10.590 -5.149 10.845
6.042 1.744 14.868 14.789 -5.311 12.248
6.289 2.234 15.680 10.306 -3.055 9.626
7.645 2.253 14.305 11.380 -1.265 11.288
5.760 2.630 14.926 11.529 -5.524 9.723
4.525 1.831 15.020 5.910 -2.901 6.996
5.461 1.237 14.747 7.033 -1.230 7.068
8.169 1.866 15.672 10.724 -2.058 9.207
5.563 -0.246 14.260 9.959 -1.456 8.771
5.936 3.379 14.316 13.822 -3.694 9.852
5.235 1.004 15.468 13.321 -3.219 8.925
5.224 4.568 15.218 12.513 -3.758 9.729
5.925 3.413 14.666 12.096 -4.875 8.439
6.636 1.745 15.284 10.721 -2.366 8.458
5.837 1.802 15.164 14.587 -4.038 9.758
4.458 -0.367 15.101 14.809 -3.882 7.498
8.213 4.638 15.016 12.681 -2.189 12.263
5.888 -1.058 14.275 14.454 -1.253 9.609
7.754 0.941 14.941 17.112 -5.659 8.475
5.772 3.771 14.033 13.120 -3.776 8.437
6.440 3.434 14.698 10.525 -3.136 8.601
6.372 1.809 14.780 7.436 -0.300 10.895
5.529 2.810 15.394 18.419 -1.897 10.385
6.375 -0.881 14.844 15.851 0.547 7.894
5.401 1.173 14.348 11.544 -3.809 10.482
5.010 2.481 14.576 14.560 -3.704 9.686
6.242 6.058 13.431 8.675 1.861 9.528
6.397 2.167 15.147 11.443 -2.074 10.080
4.114 0.841 14.828 10.607 -2.352 10.339
6.761 -0.434 14.151 7.809 -7.629 9.406
6.398 3.372 15.527 12.957 -3.446 9.178
6.441 2.553 15.105 12.658 -1.248 8.241
6.490 1.920 14.971 11.197 -6.152 9.547
4.298 2.499 14.101 12.561 -0.568 9.304
5.315 2.407 15.114 14.080 -1.656 6.800
8.363 2.132 15.328 9.987 -0.982 10.714
5.883 1.086 15.730 8.138 -5.391 9.331
6.231 2.093 14.498 12.084 2.760 7.977
5.705 0.648 15.038 9.350 -1.232 8.842
4.653 0.692 14.911 15.139 -3.483 10.480
6.500 -2.092 15.363 15.688 -3.695 11.309
6.001 4.195 15.439 11.594 0.593 13.257
5.809 2.265 14.894 8.444 0.716 12.168
6.793 -1.334 14.503 12.057 -1.437 9.467
5.667 2.929 14.934 11.363 -4.590 11.424
7.893 4.018 15.088 10.822 -3.825 10.127
6.453 3.110 15.267 13.615 -4.064 9.827
5.011 -2.601 15.283 10.894 -4.650 9.274
5.001 -0.668 15.536 5.536 -2.548 11.238
7.044 0.220 15.852 11.963 -3.056 12.388
7.289 3.807 15.700 12.884 -4.820 11.889
7.500 -0.970 14.970 8.991 -0.485 14.433
5.877 0.686 14.752 14.722 -6.325 13.348
6.346 -1.306 14.698 12.463 -4.155 12.520
6.031 3.320 15.260 13.712 0.501 10.914
6.243 1.606 14.662 11.482 -2.957 8.264
5.536 -0.250 14.890 13.014 -9.661 11.273
6.816 3.905 15.260 6.895 -3.933 8.094
5.999 3.742 14.500 8.139 3.182 11.399
6.463 0.889 15.161 14.757 -2.767 8.478
6.353 0.308 15.788 10.977 -4.319 9.148
6.646 -0.389 14.737 12.548 -2.282 7.942
5.265 2.433 15.640 6.731 -1.923 9.239
4.679 -0.167 15.283 12.561 -3.360 10.762
3.592 1.479 14.680 7.601 -3.833 11.585
5.406 2.123 14.820 10.471 -0.940 13.867
6.720 -2.176 14.572 12.078 -6.624 13.002
4.169 3.573 14.460 12.958 -4.269 7.941
5.679 -0.167 14.615 9.812 -3.724 9.848
7.317 -0.197 14.999 10.704 -3.966 11.027
6.689 -0.968 15.040 15.263 -1.183 12.556
8.265 5.104 15.002 11.785 -5.679 10.131
4.837 3.350 15.848 16.199 -6.028 13.064
4.948 -0.669 15.363 10.500 -3.324 10.461
8.586 -0.807 14.990 13.333 1.875 11.175
6.075 1.245 15.393 11.126 -3.847 11.696
5.279 0.424 14.968 12.650 1.178 9.807
6.106 2.891 15.082 15.281 -0.333 12.085
6.140 4.503 14.771 15.727 -1.511 8.983
5.989 1.680 14.761 14.382 -3.800 10.765
6.403 2.198 14.760 8.367 -3.405 8.589
4.987 0.953 14.439 10.752 -4.555 9.230
3.152 2.706 15.762 11.857 -0.949 10.869
6.650 0.642 15.092 10.613 -0.434 10.007
5.332 3.130 14.305 14.627 -2.562 8.609
4.340 4.997 14.661 11.697 -3.433 8.927
